Datetime,T_amb,T_20cm,T_30cm,T_10cm,Humidity,v_wind,dir_wind,P_atm,R_Wm2,dir_wind_(bin),dir_wind_(discrete),v_max,dir_max,v_min,dir_min,v_wind_rd,v_max_rd,v_min_rd
2021-03-27,6.3045645928292,11.940270534550196,11.870925684485007,11.7495110821382,11.121246564406778,19.207116928519888,357.1106066930805,0.6051011271186421,456.5221471722292,N,7.5,45.8662,341.0,3.6210000000000004,356.0,20,45,5
2021-03-28,3.8078556119444436,11.152777777777779,11.572873263888889,9.010980902777778,15.165625203402838,15.070198435625592,9.680728080383034,0.6022957581944465,301.9903276370831,N,7.5,48.2802,327.0,0.0,327.0,15,50,0
2021-03-29,3.3466317072916634,10.411241319444445,11.215798611111111,8.424609375,18.953254013819485,15.007228288659727,12.158009835290954,0.6029648279166626,296.66964912847186,N,7.5,44.6592,340.0,0.0,57.0,15,45,0
2021-03-30,4.9658907072222265,10.032204861111111,10.918576388888889,8.445182291666667,15.033456539027815,10.480081384733312,11.235625938755732,0.6036769971527727,295.1341328681944,N,7.5,42.2452,7.0,0.0,24.0,10,40,0
2021-03-31,4.644487803263884,9.932725694444445,10.687239583333334,8.741276041666667,15.412308960208387,13.647436289959865,9.2541707657453,0.6030335820138867,296.2066864679164,N,7.5,50.6942,329.0,0.0,293.0,15,50,0
2021-04-01,3.2090152904861036,9.838324652777779,10.522829861111111,8.314019097222221,20.135306835902824,16.808428286322073,11.743468084701135,0.6017015996527822,292.1608529356253,N,7.5,49.4872,353.0,8.449,19.0,15,50,10
2021-04-02,3.9153895478472163,9.505902777777777,10.375868055555555,7.944140625,16.612060794583407,6.731347226522424,359.44574054424936,0.6031341477083241,288.0064051886117,N,7.5,49.4872,271.0,0.0,8.0,5,50,0
2021-04-03,5.428395560833327,9.512326388888889,10.206206597222222,8.929600694444444,16.292221145486156,1.1510471430885525,71.04587577284612,0.6046272338194303,277.0785796343748,ENE,75.0,54.3152,283.0,0.0,200.0,0,55,0
2021-04-04,5.9322594205555434,9.75373263888889,10.125,9.082161458333333,20.818674291944475,12.752608532849285,14.443066484640013,0.6039160970833287,248.68306748284664,N,7.5,48.2802,324.0,0.0,48.0,15,50,0
2021-04-05,4.410420012152776,9.556380208333334,10.084852430555555,8.324175347222223,25.50721956229172,16.504280740000283,19.99796931813941,0.6045584808333211,282.1304424216662,NNE,30.0,43.4522,349.0,4.828,360.0,15,45,5
2021-04-06,5.569408574583336,9.401649305555555,9.996006944444444,8.538932291666667,21.894409851041697,4.5587575807432055,23.810814799104463,0.6053927429861029,281.46654590409713,NNE,30.0,41.0382,299.0,0.0,137.0,5,40,0
2021-04-07,5.559941815277775,9.541753472222222,9.912847222222222,9.048958333333333,27.437898375277822,13.526209343264032,10.080757173394005,0.6057950154861014,246.49587149187514,N,7.5,44.6592,352.0,0.0,213.0,15,45,0
2021-04-08,5.0139078525,9.563758680555555,9.875043402777777,8.755598958333334,22.777745389861202,16.884278550701673,15.219160597760975,0.6049268808333216,256.8127495001392,N,7.5,43.4522,347.0,6.035,358.0,15,45,5
2021-04-09,6.0983717084027935,9.329340277777778,9.831553819444444,8.180685763888889,15.434118645347272,18.07572105299526,18.49678676436153,0.6050223149999869,274.0917225009716,N,7.5,47.0732,352.0,4.828,317.0,20,45,5
2021-04-10,7.401262859375001,9.329383680555555,9.750998263888889,8.7875,13.79440353631949,18.900413115359946,14.04441198750743,0.6046046641666575,252.25507762333302,N,7.5,57.9362,354.0,9.656,35.0,20,60,10
2021-04-11,7.103879571874999,9.188411458333333,9.686935763888888,8.034809027777778,11.0429222038889,14.309838143973671,19.616589927092207,0.6050592509027662,274.4827293301386,NNE,30.0,45.8662,327.0,0.0,48.0,15,45,0
2021-04-12,7.681649548750004,9.053515625,9.613758680555556,8.311241319444445,10.229926971458386,11.274441271624745,19.04598931590607,0.6062280490277744,271.2596380327773,NNE,30.0,43.4522,352.0,0.0,42.0,10,45,0
2021-04-13,6.944857300486133,9.12326388888889,9.531814236111112,8.657291666666667,12.488561538680578,4.369541129645005,338.6080162153977,0.6068950640972204,263.58612811972205,NNW,345.0,48.2802,279.0,0.0,150.0,5,50,0
2021-04-14,5.299813445624996,9.18376736111111,9.499739583333334,8.453211805555556,13.587730188402814,14.603457641172435,9.444877775829184,0.6048191343055483,265.8398479550693,N,7.5,54.3152,343.0,3.6210000000000004,352.0,15,55,5
2021-04-15,3.6389056237499973,8.893012152777779,9.446918402777778,7.392404513888889,19.979274403680616,9.211625624489198,17.406654900038887,0.603017163124992,251.1472231554862,N,7.5,39.8312,335.0,0.0,237.0,10,40,0
2021-04-16,4.019713630763884,8.568315972222223,9.336935763888889,7.4671006944444445,19.460526311944527,5.981695487998915,22.026247141846795,0.6033937713194378,263.6132823197223,NNE,30.0,39.8312,269.0,0.0,9.0,5,40,0
2021-04-17,3.830363622361106,8.559852430555555,9.20920138888889,7.733029513888889,23.572257563680594,1.0235491586790957,85.87208105934081,0.6037590915277693,262.6371228450694,ENE,75.0,36.2102,231.0,0.0,36.0,0,35,0
2021-04-18,5.777319359513881,8.504730902777778,9.126345486111111,7.5159722222222225,19.276726779791716,1.9785431856798066,137.21801662634948,0.6040638652083214,259.06239768513933,SE,142.5,43.4522,241.0,0.0,295.0,0,45,0
2021-04-19,3.9966025715277738,8.4421875,9.055685763888889,7.500694444444444,18.036611804583373,5.565945182472856,21.095537300837066,0.6046590444444324,256.63625496715315,NNE,30.0,45.8662,298.0,0.0,83.0,5,45,0
